"","scientific_name","region_name"
"28552","Lepidotrigla modesta","Western Bass Strait Shelf Transition "
"28553","Lepidotrigla mulhalli","Western Bass Strait Shelf Transition "
"28554","Lepidotrigla papilio","Western Bass Strait Shelf Transition "
"28555","Lepidotrigla vanessa","Western Bass Strait Shelf Transition "
"28556","Leptatherina presbyteroides","Western Bass Strait Shelf Transition "
"28557","Leptoichthys fistularius","Western Bass Strait Shelf Transition "
"28558","Lesueurina platycephala","Western Bass Strait Shelf Transition "
"28559","Lissocampus caudalis","Western Bass Strait Shelf Transition "
"28560","Lissocampus runa","Western Bass Strait Shelf Transition "
"28561","Liza argentea","Western Bass Strait Shelf Transition "
"28562","Lophonectes gallus","Western Bass Strait Shelf Transition "
"28563","Lophotus guntheri","Western Bass Strait Shelf Transition "
"28564","Lotella phycis","Western Bass Strait Shelf Transition "
"28565","Lotella rhacina","Western Bass Strait Shelf Transition "
"28566","Lovettia sealii","Western Bass Strait Shelf Transition "
"28567","Macquaria colonorum","Western Bass Strait Shelf Transition "
"28568","Macroramphosus scolopax","Western Bass Strait Shelf Transition "
"28569","Macruronus novaezelandiae","Western Bass Strait Shelf Transition "
"28570","Maroubra perserrata","Western Bass Strait Shelf Transition "
"28571","Maxillicosta meridianus","Western Bass Strait Shelf Transition "
"28572","Maxillicosta scabriceps","Western Bass Strait Shelf Transition "
"28573","Meuschenia australis","Western Bass Strait Shelf Transition "
"28574","Meuschenia flavolineata","Western Bass Strait Shelf Transition "
"28575","Meuschenia freycineti","Western Bass Strait Shelf Transition "
"28576","Meuschenia galii","Western Bass Strait Shelf Transition "
"28577","Meuschenia hippocrepis","Western Bass Strait Shelf Transition "
"28578","Meuschenia scabra","Western Bass Strait Shelf Transition "
"28579","Meuschenia venusta","Western Bass Strait Shelf Transition "
"28580","Mitotichthys semistriatus","Western Bass Strait Shelf Transition "
"28581","Mitotichthys tuckeri","Western Bass Strait Shelf Transition "
"28582","Mitsukurina owstoni","Western Bass Strait Shelf Transition "
"28583","Mola ramsayi","Western Bass Strait Shelf Transition "
"28584","Monacanthus chinensis","Western Bass Strait Shelf Transition "
"28585","Mugil cephalus","Western Bass Strait Shelf Transition "
"28586","Mustelus antarcticus","Western Bass Strait Shelf Transition "
"28587","Myliobatis tenuicaudatus","Western Bass Strait Shelf Transition "
"28588","Myxus elongatus","Western Bass Strait Shelf Transition "
"28589","Narcine tasmaniensis","Western Bass Strait Shelf Transition "
"28590","Naucrates ductor","Western Bass Strait Shelf Transition "
"28591","Nelusetta ayraud","Western Bass Strait Shelf Transition "
"28592","Nemadactylus macroptera","Western Bass Strait Shelf Transition "
"28593","Nemadactylus valenciennesi","Western Bass Strait Shelf Transition "
"28594","Neochanna cleaveri","Western Bass Strait Shelf Transition "
"28595","Neoodax balteatus","Western Bass Strait Shelf Transition "
"28596","Neopataecus waterhousii","Western Bass Strait Shelf Transition "
"28597","Neosebastes pandus","Western Bass Strait Shelf Transition "
"28598","Neosebastes scorpaenoides","Western Bass Strait Shelf Transition "
"28599","Neosebastes thetidis","Western Bass Strait Shelf Transition "
"28600","Nesogobius greeni","Western Bass Strait Shelf Transition "
"28601","Nesogobius hinsbyi","Western Bass Strait Shelf Transition "
"28602","Nesogobius maccullochi","Western Bass Strait Shelf Transition "
"28603","Nesogobius pulchellus","Western Bass Strait Shelf Transition "
"28604","Notiocampus ruber","Western Bass Strait Shelf Transition "
"28605","Notolabrus fucicola","Western Bass Strait Shelf Transition "
"28606","Notolabrus parilus","Western Bass Strait Shelf Transition "
"28607","Notolabrus tetricus","Western Bass Strait Shelf Transition "
"28608","Notopogon xenosoma","Western Bass Strait Shelf Transition "
"28609","Notorynchus cepedianus","Western Bass Strait Shelf Transition "
"28610","Odontaspis ferox","Western Bass Strait Shelf Transition "
"28611","Olisthops cyanomelas","Western Bass Strait Shelf Transition "
"28612","Omegophora armilla","Western Bass Strait Shelf Transition "
"28613","Omobranchus anolius","Western Bass Strait Shelf Transition "
"28614","Ophiclinops varius","Western Bass Strait Shelf Transition "
"28615","Ophiclinus gabrieli","Western Bass Strait Shelf Transition "
"28616","Ophiclinus gracilis","Western Bass Strait Shelf Transition "
"28617","Ophiclinus ningulus","Western Bass Strait Shelf Transition "
"28618","Ophisurus serpens","Western Bass Strait Shelf Transition "
"28619","Ophthalmolepis lineolata","Western Bass Strait Shelf Transition "
"28620","Oplegnathus woodwardi","Western Bass Strait Shelf Transition "
"28621","Optivus agastos","Western Bass Strait Shelf Transition "
"28622","Orectolobus halei","Western Bass Strait Shelf Transition "
"28623","Orectolobus maculatus","Western Bass Strait Shelf Transition "
"28624","Othos dentex","Western Bass Strait Shelf Transition "
"28625","Oxynotus bruniensis","Western Bass Strait Shelf Transition "
"28626","Parablennius tasmanianus","Western Bass Strait Shelf Transition "
"28627","Parapercis allporti","Western Bass Strait Shelf Transition "
"28628","Paraplesiops alisonae","Western Bass Strait Shelf Transition "
"28629","Paraplesiops meleagris","Western Bass Strait Shelf Transition "
"28630","Parapriacanthus elongatus","Western Bass Strait Shelf Transition "
"28631","Parascyllium ferrugineum","Western Bass Strait Shelf Transition "
"28632","Parascyllium variolatum","Western Bass Strait Shelf Transition "
"28633","Paratrachichthys macleayi","Western Bass Strait Shelf Transition "
"28634","Paraulopus nigripinnis","Western Bass Strait Shelf Transition "
"28635","Parazanclistius hutchinsi","Western Bass Strait Shelf Transition "
"28636","Parequula melbournensis","Western Bass Strait Shelf Transition "
"28637","Paristiopterus labiosus","Western Bass Strait Shelf Transition "
"28638","Parma microlepis","Western Bass Strait Shelf Transition "
"28639","Parma victoriae","Western Bass Strait Shelf Transition "
"28640","Parvicrepis parvipinnis","Western Bass Strait Shelf Transition "
"28641","Pavoraja nitida","Western Bass Strait Shelf Transition "
"28642","Pegasus lancifer","Western Bass Strait Shelf Transition "
"28643","Pempheris multiradiata","Western Bass Strait Shelf Transition "
"28644","Pentaceropsis recurvirostris","Western Bass Strait Shelf Transition "
"28645","Pentaceros decacanthus","Western Bass Strait Shelf Transition "
"28646","Philypnodon grandiceps","Western Bass Strait Shelf Transition "
"28647","Phyllophryne scortea","Western Bass Strait Shelf Transition "
"28648","Phyllopteryx taeniolatus","Western Bass Strait Shelf Transition "
"28649","Pictilabrus laticlavius","Western Bass Strait Shelf Transition "
"28650","Plagiogeneion macrolepis","Western Bass Strait Shelf Transition "
"28651","Platycephalus aurimaculatus","Western Bass Strait Shelf Transition "
"28652","Platycephalus bassensis","Western Bass Strait Shelf Transition "
"28653","Platycephalus caeruleopunctatus","Western Bass Strait Shelf Transition "
"28654","Platycephalus conatus","Western Bass Strait Shelf Transition "
"28655","Platycephalus laevigatus","Western Bass Strait Shelf Transition "
"28656","Platycephalus richardsoni","Western Bass Strait Shelf Transition "
"28657","Platycephalus speculator","Western Bass Strait Shelf Transition "
"28658","Pleuroscopus pseudodorsalis","Western Bass Strait Shelf Transition "
"28659","Pomatomus saltatrix","Western Bass Strait Shelf Transition "
"28660","Posidonichthys hutchinsi","Western Bass Strait Shelf Transition "
"28661","Potamalosa richmondia","Western Bass Strait Shelf Transition "
"28662","Prionace glauca","Western Bass Strait Shelf Transition "
"28663","Pristiophorus cirratus","Western Bass Strait Shelf Transition "
"28664","Pristiophorus nudipinnis","Western Bass Strait Shelf Transition "
"28665","Prototroctes maraena","Western Bass Strait Shelf Transition "
"28666","Psenes pellucidus","Western Bass Strait Shelf Transition "
"28667","Pseudaphritis urvillii","Western Bass Strait Shelf Transition "
"28668","Pseudocaranx georgianus","Western Bass Strait Shelf Transition "
"28669","Pseudocaranx wrighti","Western Bass Strait Shelf Transition "
"28670","Pseudolabrus rubicundus","Western Bass Strait Shelf Transition "
"28671","Pseudopentaceros richardsoni","Western Bass Strait Shelf Transition "
"28672","Pseudophycis bachus","Western Bass Strait Shelf Transition "
"28673","Pseudophycis barbata","Western Bass Strait Shelf Transition "
"28674","Pseudophycis breviuscula","Western Bass Strait Shelf Transition "
"28675","Pteroplatytrygon violacea","Western Bass Strait Shelf Transition "
"28676","Pterygotrigla polyommata","Western Bass Strait Shelf Transition "
"28677","Pugnaso curtirostris","Western Bass Strait Shelf Transition "
"28678","Ranzania laevis","Western Bass Strait Shelf Transition "
"28679","Redigobius macrostoma","Western Bass Strait Shelf Transition "
"28680","Regalecus glesne","Western Bass Strait Shelf Transition "
"28681","Remora remora","Western Bass Strait Shelf Transition "
"28682","Retropinna semoni","Western Bass Strait Shelf Transition "
"28683","Retropinna tasmanica","Western Bass Strait Shelf Transition "
"28684","Rexea solandri","Western Bass Strait Shelf Transition "
"28685","Rhombosolea tapirina","Western Bass Strait Shelf Transition "
"28686","Rhycherus filamentosus","Western Bass Strait Shelf Transition "
"28687","Ruvettus pretiosus","Western Bass Strait Shelf Transition "
